make,basemodel,model,fuel_type
Suzuki,Forsa,Forsa,Regular
Suzuki,Forsa,Forsa Turbo,Regular
Suzuki,Grand Vitara,Grand Vitara,Regular
Suzuki,Grand Vitara,Grand Vitara 4Door 2WD,Regular
Suzuki,Grand Vitara,Grand Vitara 4Door 4WD,Regular
Suzuki,Grand Vitara,Grand Vitara 4WD,Regular
Suzuki,Grand Vitara,Grand Vitara AWD,Regular
Suzuki,Grand Vitara,Grand Vitara XL7,Regular
Suzuki,Grand Vitara,Grand Vitara XL7 4WD,Regular
Suzuki,Kizashi,Kizashi,Regular
Suzuki,Kizashi,Kizashi AWD,Regular
Suzuki,Kizashi,Kizashi S,Regular
Suzuki,Kizashi,Kizashi S AWD,Regular
Suzuki,Reno,Reno,Regular
Suzuki,SA 310,SA310,Regular
Suzuki,Samurai,Samurai,Regular
Suzuki,Samurai,Samurai 2WD,Regular
Suzuki,Samurai,Samurai Convertible,Regular
Suzuki,Samurai,Samurai Hardtop,Regular
Suzuki,Samurai,Samurai Hardtop 4WD,Regular
Suzuki,Samurai,Samurai Soft-top 4WD,Regular
Suzuki,Sidekick,Sidekick 2Door 2WD,Regular
Suzuki,Sidekick,Sidekick 2Door 4WD,Regular
Suzuki,Sidekick,Sidekick 2Door RWD,Regular
Suzuki,Sidekick,Sidekick 2WD,Regular
Suzuki,Sidekick,Sidekick 4Door 2WD,Regular
Suzuki,Sidekick,Sidekick 4Door 4WD,Regular
Suzuki,Sidekick,Sidekick 4Door RWD,Regular
Suzuki,Sidekick,Sidekick Convertible 4WD,Regular
Suzuki,Sidekick,Sidekick Hardtop 2WD,Regular
Suzuki,Sidekick,Sidekick Hardtop 4WD,Regular
Suzuki,Sidekick,Sidekick Soft-top 4WD,Regular
Suzuki,Sidekick,Sidekick Sport 2WD,Regular
Suzuki,Sidekick,Sidekick Sport 4WD,Regular
Suzuki,Sidekick,Sidekick Sport RWD,Regular
Suzuki,SJ 410,SJ 410 4WD,Regular
Suzuki,SJ 410,SJ 410V 4WD,Regular
Suzuki,SJ 410,SJ410K P/U 4WD,Regular
Suzuki,SW,SW,Regular
Suzuki,Swift,Swift,Regular
Suzuki,Swift,Swift GA,Regular
Suzuki,Swift,Swift GT,Regular
Suzuki,Swift,Swift GTI,Regular
Suzuki,Swift,Swift x,Regular
Suzuki,SX4,SX4,Regular
Suzuki,SX4,SX4 AWD,Regular
Suzuki,SX4,SX4 Sedan,Regular
Suzuki,SX4,SX4 Sport,Regular
Suzuki,SX4,SX4 Sport/Anniversary Edition,Regular
Suzuki,Verona,Verona,Regular
Suzuki,Vitara,Vitara 2 Door,Regular
Suzuki,Vitara,Vitara 2 Door 4WD,Regular
Suzuki,Vitara,Vitara 2Door,Regular
Suzuki,Vitara,Vitara 2Door 2WD,Regular
Suzuki,Vitara,Vitara 2Door 4WD,Regular
Suzuki,Vitara,Vitara 4 Door,Regular
Suzuki,Vitara,Vitara 4 Door 4WD,Regular
Suzuki,Vitara,Vitara 4Door,Regular
Suzuki,Vitara,Vitara 4Door 2WD,Regular
Suzuki,Vitara,Vitara 4Door 4WD,Regular
Suzuki,X-90,X-90 2WD,Regular
Suzuki,X-90,X-90 4WD,Regular
Suzuki,X-90,X-90 RWD,Regular
Suzuki,XL7,XL7 AWD,Regular
Suzuki,XL7,XL7 FWD,Regular
"Tecstar, LP",Foose F150,Foose F150 Regular Cab 2WD,Premium
"Tecstar, LP",Foose F150,Foose F150 Regular Cab 4WD,Premium
"Tecstar, LP",Foose F150,Foose F150 Super Cab 2WD,Premium
"Tecstar, LP",Foose F150,Foose F150 Super Cab 4WD,Premium
"Tecstar, LP",Foose F150,Foose F150 Super Crew 2WD,Premium
"Tecstar, LP",Foose F150,Foose F150 Super Crew 4WD,Premium
Tesla,Model 3,Model 3 Long Range,Electricity
Tesla,Model 3,Model 3 Long Range  AWD,Electricity
Tesla,Model 3,Model 3 Long Range  AWD Performance,Electricity
Tesla,Model 3,Model 3 Long Range AWD,Electricity
Tesla,Model 3,Model 3 Long Range AWD Performance,Electricity
Tesla,Model 3,Model 3 Long Range Performance AWD (18in),Electricity
Tesla,Model 3,Model 3 Long Range Performance AWD (19in),Electricity
Tesla,Model 3,Model 3 Long Range Performance AWD (20in),Electricity
Tesla,Model 3,Model 3 Mid Range,Electricity
Tesla,Model 3,Model 3 Performance AWD,Electricity
Tesla,Model 3,Model 3 RWD,Electricity
Tesla,Model 3,Model 3 Standard Range,Electricity
Tesla,Model 3,Model 3 Standard Range Plus,Electricity
Tesla,Model 3,Model 3 Standard Range Plus RWD,Electricity
Tesla,Model S,Model S,Electricity
Tesla,Model S,Model S (40 kW-hr battery pack),Electricity
Tesla,Model S,Model S (60 kW-hr battery pack),Electricity
Tesla,Model S,Model S (70 kW-hr battery pack),Electricity
Tesla,Model S,Model S (75 kW-hr battery pack),Electricity
Tesla,Model S,Model S (85 kW-hr battery pack),Electricity
Tesla,Model S,Model S (90 kW-hr battery pack),Electricity
Tesla,Model S,Model S 100D,Electricity
Tesla,Model S,Model S 75D,Electricity
Tesla,Model S,Model S 75kWh,Electricity
Tesla,Model S,Model S AWD - 100D,Electricity
Tesla,Model S,Model S AWD - 60D,Electricity
Tesla,Model S,Model S AWD - 70D,Electricity
Tesla,Model S,Model S AWD - 75D,Electricity
Tesla,Model S,Model S AWD - 85D,Electricity
Tesla,Model S,Model S AWD - 90D,Electricity
Tesla,Model S,Model S AWD - P100D,Electricity
Tesla,Model S,Model S AWD - P85D,Electricity
Tesla,Model S,Model S AWD - P90D,Electricity
Tesla,Model S,Model S AWD (85 kW-hr battery pack),Electricity
Tesla,Model S,Model S Long Range,Electricity
Tesla,Model S,Model S Long Range Plus,Electricity
Tesla,Model S,Model S P100D,Electricity
Tesla,Model S,Model S Performance (19in Wheels),Electricity
Tesla,Model S,Model S Performance (21in Wheels),Electricity
Tesla,Model S,Model S Plaid (19 inch wheels),Electricity
Tesla,Model S,Model S Plaid (19in wheels),Electricity
Tesla,Model S,Model S Plaid (21 inch wheels),Electricity
Tesla,Model S,Model S Plaid (21in wheels),Electricity
Tesla,Model S,Model S Plaid (21inch wheels),Electricity
Tesla,Model S,Model S Standard Range,Electricity
Tesla,Model X,Model X,Electricity
Tesla,Model X,Model X 100D,Electricity
Tesla,Model X,Model X 75D,Electricity
Tesla,Model X,Model X AWD - 100D,Electricity
Tesla,Model X,Model X AWD - 60D,Electricity
Tesla,Model X,Model X AWD - 75D,Electricity
Tesla,Model X,Model X AWD - 90D,Electricity
Tesla,Model X,Model X AWD - P100D,Electricity
Tesla,Model X,Model X AWD - P90D,Electricity
Tesla,Model X,Model X Long Range,Electricity
Tesla,Model X,Model X Long Range Plus,Electricity
Tesla,Model X,Model X P100D,Electricity
Tesla,Model X,Model X Performance (20in Wheels),Electricity
Tesla,Model X,Model X Performance (22in Wheels),Electricity
Tesla,Model X,Model X Plaid (20 inch wheels),Electricity
Tesla,Model X,Model X Plaid (20in wheels),Electricity
Tesla,Model X,Model X Plaid (22 inch wheels),Electricity
Tesla,Model X,Model X Plaid (22in wheels),Electricity
Tesla,Model X,Model X Standard Range,Electricity
Tesla,Model Y,Model Y AWD,Electricity
Tesla,Model Y,Model Y Long Range AWD,Electricity
Tesla,Model Y,Model Y Performance AWD,Electricity
Tesla,Model Y,Model Y Performance AWD (21in Wheels),Electricity
Tesla,Model Y,Model Y RWD,Electricity
Tesla,Model Y,Model Y Standard Range RWD,Electricity
Texas Coach Company,500SE,500SE,Regular
Texas Coach Company,500SEC,500 SEC,Regular
Texas Coach Company,500SEL,500SEL,Regular
Texas Coach Company,500SL,500SL,Regular
Toyota,4Runner,4Runner 2WD,Regular
Toyota,4Runner,4Runner 4WD,Regular
Toyota,86,86,Premium
Toyota,Avalon,Avalon,Regular
Toyota,Avalon,Avalon AWD,Regular
Toyota,Avalon,Avalon Hybrid,Regular
Toyota,Avalon,Avalon Hybrid XLE,Regular
Toyota,Avalon,Avalon TRD,Regular
Toyota,Avalon,Avalon XLE,Regular
Toyota,bZ4X,bZ4X,Electricity
Toyota,bZ4X,bZ4X AWD,Electricity
Toyota,bZ4X,bZ4X LIMITED,Electricity
Toyota,bZ4X,bZ4X Limited AWD,Electricity
Toyota,C-HR,C-HR,Regular
Toyota,Cab Chassis,Cab Chassis 2WD,Regular
Toyota,Cab Chassis,Cab/Chassis,Regular
Toyota,Cab Chassis,Cab/Chassis 2WD,Regular
Toyota,Camry,Camry,Diesel
Toyota,Camry,Camry,Regular
Toyota,Camry,Camry AWD LE/SE,Regular
Toyota,Camry,Camry AWD XLE/XSE,Regular
Toyota,Camry,Camry CNG,CNG
Toyota,Camry,Camry Hybrid,Regular
Toyota,Camry,Camry Hybrid LE,Regular
Toyota,Camry,Camry Hybrid SE/XLE/XSE,Regular
Toyota,Camry,Camry Hybrid XLE,Regular
Toyota,Camry,Camry Hybrid XLE/SE,Regular
Toyota,Camry,Camry LE/SE,Regular
Toyota,Camry,Camry Solara,Regular
Toyota,Camry,Camry Solara Convertible,Regular
Toyota,Camry,Camry TRD,Regular
Toyota,Camry,Camry Wagon,Regular
Toyota,Camry,Camry XLE/XSE,Regular
Toyota,Camry,Camry XSE,Regular
Toyota,Celica,Celica,Premium
Toyota,Celica,Celica,Regular
Toyota,Celica,Celica Convertible,Regular
Toyota,Celica,Celica Supra,Premium
Toyota,Celica,Celica Supra,Regular
Toyota,Corolla,Corolla,Diesel
Toyota,Corolla,Corolla,Premium
Toyota,Corolla,Corolla,Regular
Toyota,Corolla,Corolla All-Trac Wagon,Regular
Toyota,Corolla,Corolla APEX,Regular
Toyota,Corolla,Corolla FX,Regular
Toyota,Corolla,Corolla Hatchback,Regular
Toyota,Corolla,Corolla Hatchback XSE,Regular
Toyota,Corolla,Corolla Hybrid,Regular
Toyota,Corolla,Corolla Hybrid AWD,Regular
Toyota,Corolla,Corolla iM,Regular
Toyota,Corolla,Corolla LE Eco,Regular
Toyota,Corolla,Corolla Sport,Regular
Toyota,Corolla,Corolla Wagon,Regular
Toyota,Corolla,Corolla XLE,Regular
Toyota,Corolla,Corolla XSE,Regular
Toyota,Corolla,GR Corolla,Premium
Toyota,Corolla Cross,Corolla Cross,Regular
Toyota,Corolla Cross,Corolla Cross 4WD,Regular
Toyota,Corolla Cross,Corolla Cross AWD,Regular
Toyota,Corolla Cross,Corolla Cross Hybrid AWD,Regular
Toyota,Cressida,Cressida,Premium
Toyota,Cressida,Cressida,Regular
Toyota,Cressida,Cressida Wagon,Premium
Toyota,Cressida,Cressida Wagon,Regular
Toyota,Crown,Crown AWD,Regular
Toyota,Echo,Echo,Regular
Toyota,FJ Cruiser,FJ Cruiser 2WD,Premium
Toyota,FJ Cruiser,FJ Cruiser 2WD,Regular
Toyota,FJ Cruiser,FJ Cruiser 4WD,Premium
Toyota,FJ Cruiser,FJ Cruiser 4WD,Regular
Toyota,GR 86,GR 86,Premium
Toyota,GR Supra,GR Supra,Premium
Toyota,Grand Highlander,Grand Highlander AWD LE/XLE,Regular
Toyota,Grand Highlander,Grand Highlander AWD Limited/Platinum,Regular
Toyota,Grand Highlander,Grand Highlander Hybrid,Regular
Toyota,Grand Highlander,Grand Highlander Hybrid AWD,Regular
Toyota,Grand Highlander,Grand Highlander Hybrid Limited,Regular
Toyota,Grand Highlander,Grand Highlander LE/XLE,Regular
Toyota,Grand Highlander,Grand Highlander Limited,Regular
Toyota,Highlander,Highlander,Regular
Toyota,Highlander,Highlander 2WD,Regular
Toyota,Highlander,Highlander 4WD,Regular
Toyota,Highlander,Highlander AWD,Regular
Toyota,Highlander,Highlander AWD LE,Regular
Toyota,Highlander,Highlander Hybrid,Regular
Toyota,Highlander,Highlander Hybrid 2WD,Regular
Toyota,Highlander,Highlander Hybrid 4WD,Regular
Toyota,Highlander,Highlander Hybrid AWD,Regular
Toyota,Highlander,Highlander Hybrid AWD LE Plus,Regular
Toyota,Highlander,Highlander Hybrid AWD LTD/PLAT,Regular
Toyota,Highlander,Highlander LE/XLE/SE/LTD,Regular
Toyota,Land Cruiser,Land Cruiser,Premium
Toyota,Land Cruiser,Land Cruiser Wagon 4WD,Regular
Toyota,Matrix,Matrix,Premium
Toyota,Matrix,Matrix,Regular
Toyota,Matrix,Matrix AWD,Regular
Toyota,Mirai,Mirai,Hydrogen
Toyota,Mirai,Mirai LE,Hydrogen
Toyota,Mirai,Mirai Limited,Hydrogen
Toyota,Mirai,Mirai XLE,Hydrogen
Toyota,MR2,MR2,Premium
Toyota,MR2,MR2,Regular
Toyota,Paseo,Paseo,Regular
Toyota,Paseo,Paseo Convertible,Regular
Toyota,Previa,Previa,Regular
Toyota,Previa,Previa All-Trac,Regular
Toyota,Prius,Prius,Regular
Toyota,Prius,Prius AWD,Regular
Toyota,Prius,Prius AWD XLE/LTD,Regular
Toyota,Prius,Prius c,Regular
Toyota,Prius,Prius Eco,Regular
Toyota,Prius,Prius Plug-in Hybrid,Regular Gas and Electricity
Toyota,Prius,Prius XLE/LTD,Regular
Toyota,Prius c,Prius c,Regular
Toyota,Prius Prime,Prius Prime,Regular Gas and Electricity
Toyota,Prius Prime,Prius Prime SE,Regular Gas and Electricity
Toyota,Prius v,Prius v,Regular
Toyota,RAV4,RAV4,Regular
Toyota,RAV4,RAV4 2WD,Regular
Toyota,RAV4,RAV4 4WD,Regular
Toyota,RAV4,RAV4 AWD,Regular
Toyota,RAV4,RAV4 AWD LE,Regular
Toyota,RAV4,RAV4 AWD TRD OFFROAD,Regular
Toyota,RAV4,RAV4 EV,Electricity
Toyota,RAV4,RAV4 Hybrid  AWD,Regular
Toyota,RAV4,RAV4 Hybrid AWD,Regular
Toyota,RAV4,RAV4 Hybrid AWD Woodland Edition,Regular
Toyota,RAV4,RAV4 LE/XLE,Regular
Toyota,RAV4,RAV4 Limited AWD,Regular
Toyota,RAV4,RAV4 Limited AWD/SE AWD,Regular
Toyota,RAV4,RAV4 Soft Top 2WD,Regular
Toyota,RAV4,RAV4 Soft Top 4WD,Regular
Toyota,RAV4 Prime,RAV4 Prime 4WD,Regular Gas and Electricity
Toyota,Sequoia,Sequoia 2WD,Regular
Toyota,Sequoia,Sequoia 4WD,Gasoline or E85
Toyota,Sequoia,Sequoia 4WD,Regular
Toyota,Sequoia,Sequoia 4WD FFV,Gasoline or E85
Toyota,Sienna,Sienna 2WD,Regular
Toyota,Sienna,Sienna 4WD,Regular
Toyota,Sienna,Sienna AWD,Regular
Toyota,Sienna,Sienna Hybrid 2WD,Regular
Toyota,Sienna,Sienna Hybrid AWD,Regular
Toyota,Starlet,Starlet,Regular
Toyota,Supra,Supra,Premium
Toyota,Tacoma,Tacoma 2WD,Regular
Toyota,Tacoma,Tacoma 4WD,Regular
Toyota,Tacoma,Tacoma 4WD D-CAB MT TRD-ORP/PRO,Regular
Toyota,Tacoma,Tacoma 4WD Double Cab,Regular
Toyota,Tacoma,Tacoma 4WD Double Cab Off-Road,Regular
Toyota,Tacoma,Tacoma 4WD MT,Regular
Toyota,Tacoma,Tacoma 4WD TRD PRO,Regular
Toyota,Tacoma,Tacoma SR5/Sport/Off-Road/Limited 4WD,Regular
Toyota,Tacoma,Tacoma SR5/Sport/PreRunner 2WD,Regular
Toyota,Tercel,Tercel,Regular
Toyota,Tercel,Tercel EZ,Regular
Toyota,Tercel,Tercel Wagon,Regular
Toyota,Tercel,Tercel Wagon 2WD,Regular
Toyota,Tercel,Tercel Wagon 4WD,Regular
Toyota,Truck/T100,1-Ton Truck 2WD,Regular
Toyota,Truck/T100,T100 2WD,Regular
Toyota,Truck/T100,T100 4WD,Regular
Toyota,Truck/T100,Truck 2WD,Diesel
Toyota,Truck/T100,Truck 2WD,Regular
Toyota,Truck/T100,Truck 2WD/T100 2WD,Regular
Toyota,Truck/T100,Truck 4WD,Diesel
Toyota,Truck/T100,Truck 4WD,Regular
Toyota,Truck/T100,Truck 4WD/T100 4WD,Regular
Toyota,Tundra,Tundra 2WD,Premium
Toyota,Tundra,Tundra 2WD,Regular
Toyota,Tundra,Tundra 2WD FFV,Gasoline or E85
Toyota,Tundra,Tundra 4WD,Gasoline or E85
Toyota,Tundra,Tundra 4WD,Premium
Toyota,Tundra,Tundra 4WD,Regular
Toyota,Tundra,Tundra 4WD FFV,Gasoline or E85
Toyota,Tundra,Tundra 4WD PRO,Premium
Toyota,Tundra,Tundra 4WD PRO,Regular
Toyota,Van,Cargo Van 2WD,Regular
Toyota,Van,Cargo Van 4WD,Regular
Toyota,Van,Van 2WD,Regular
Toyota,Van,Van 2WD (cargo),Regular
Toyota,Van,Van 2WD (passenger),Regular
Toyota,Van,Van 4WD,Regular
Toyota,Van,Van 4WD (cargo),Regular
Toyota,Van,Van 4WD (passenger),Regular
Toyota,Venza,Venza,Regular
Toyota,Venza,Venza 4WD,Regular
Toyota,Venza,Venza AWD,Regular
Toyota,Yaris,Yaris,Regular
Toyota,Yaris,Yaris iA,Regular
TVR Engineering Ltd,TVR 280i Convertible,TVR 280i Convertible,Premium
TVR Engineering Ltd,TVR 280i Coupe,TVR 280i Coupe,Premium
TVR Engineering Ltd,TVR 280i/350i Convertible,TVR 280i/350i Convertible,Premium
TVR Engineering Ltd,TVR 280i/350i Coupe,TVR 280i/350i Coupe,Premium
Vector,Avtech SC / M12,Avtech SC / M12,Premium
Vector,W8,W8,Premium
Vinfast,VF 8,VF 8 Eco,Electricity
Vinfast,VF 8,VF 8 Plus,Electricity
Vinfast,VF 9,VF 9 Eco,Electricity
Vinfast,VF 9,VF 9 Plus,Electricity
Vixen Motor Company,21 TD,21 TD,Diesel
Volga Associated Automobile,Niva,Niva,Regular
Volkswagen,Arteon,Arteon,Premium
Volkswagen,Arteon,Arteon 4motion,Premium
Volkswagen,Atlas,Atlas,Regular
Volkswagen,Atlas,Atlas 4motion,Regular
Volkswagen,Atlas,Atlas 4motion Peak Edition,Regular
Volkswagen,Atlas,Atlas Cross Sport,Regular
Volkswagen,Atlas,Atlas Cross Sport 4motion,Regular
Volkswagen,Atlas,Atlas SE 4motion,Regular
Volkswagen,Atlas,Atlas SEL 4motion,Regular
Volkswagen,Beetle,Beetle,Diesel
Volkswagen,Beetle,Beetle,Premium
Volkswagen,Beetle,Beetle,Regular
Volkswagen,Beetle,Beetle Convertible,Diesel
Volkswagen,Beetle,Beetle Convertible,Premium
Volkswagen,Beetle,Beetle Convertible,Regular
Volkswagen,Beetle,Beetle Dune,Regular
Volkswagen,Beetle,Beetle Dune Convertible,Regular
Volkswagen,Beetle,New Beetle,Diesel
Volkswagen,Beetle,New Beetle,Premium
Volkswagen,Beetle,New Beetle,Regular
Volkswagen,Beetle,New Beetle Convertible,Premium
Volkswagen,Beetle,New Beetle Convertible,Regular
Volkswagen,Cabrio,Cabrio,Regular
Volkswagen,Cabriolet,Cabriolet,Regular
Volkswagen,CC,CC,Premium
Volkswagen,CC,CC 4motion,Premium
Volkswagen,CC,CC 4motion,Regular
Volkswagen,Corrado,Corrado,Regular
Volkswagen,Corrado,Corrado SLC,Regular
Volkswagen,Eos,Eos,Premium
Volkswagen,Eurovan,Eurovan,Premium
Volkswagen,Eurovan,Eurovan,Regular
Volkswagen,Eurovan,Eurovan Camper,Premium
Volkswagen,Eurovan,Eurovan Camper,Regular
Volkswagen,Fox,Fox,Regular
Volkswagen,Fox,Fox GL Wagon,Regular
Volkswagen,Fox,Fox Wagon,Regular
Volkswagen,GLI,GLI,Regular
Volkswagen,Golf/GTI,e-Golf,Electricity
Volkswagen,Golf/GTI,Golf,Diesel
Volkswagen,Golf/GTI,Golf,Premium
Volkswagen,Golf/GTI,Golf,Regular
Volkswagen,Golf/GTI,Golf Alltrack,Regular
Volkswagen,Golf/GTI,Golf III,Regular
Volkswagen,Golf/GTI,Golf III / GTI,Regular
Volkswagen,Golf/GTI,Golf R,Premium
Volkswagen,Golf/GTI,Golf SportWagen,Diesel
Volkswagen,Golf/GTI,Golf SportWagen,Regular
Volkswagen,Golf/GTI,Golf SportWagen 4motion,Regular
Volkswagen,Golf/GTI,Golf-R,Premium
Volkswagen,Golf/GTI,Golf/GTI,Diesel
Volkswagen,Golf/GTI,Golf/GTI,Regular
Volkswagen,Golf/GTI,GTI,Premium
Volkswagen,Golf/GTI,GTI,Regular
Volkswagen,Golf/GTI,GTI 16v,Regular
Volkswagen,Golf/GTI,GTI VR6,Regular
Volkswagen,Golf/GTI,GTI/Golf GT,Regular
Volkswagen,Golf/GTI,New Golf,Diesel
Volkswagen,Golf/GTI,New Golf,Regular
Volkswagen,Golf/GTI,New GTI,Regular
Volkswagen,ID.4,ID.4,Electricity
Volkswagen,ID.4,ID.4 1st,Electricity
Volkswagen,ID.4,ID.4 AWD Pro,Electricity
Volkswagen,ID.4,ID.4 AWD Pro S,Electricity
Volkswagen,ID.4,ID.4 Pro,Electricity
Volkswagen,ID.4,ID.4 Pro S,Electricity
Volkswagen,ID.4,ID.4 S,Electricity
Volkswagen,Jetta,Jetta,Diesel
Volkswagen,Jetta,Jetta,Premium
Volkswagen,Jetta,Jetta,Regular
Volkswagen,Jetta,Jetta GLI,Regular
Volkswagen,Jetta,Jetta GLI 16v,Regular
Volkswagen,Jetta,Jetta GLI/Wolfsburg Edition,Regular
Volkswagen,Jetta,Jetta GLX,Regular
Volkswagen,Jetta,Jetta Hybrid,Premium
Volkswagen,Jetta,Jetta III,Regular
Volkswagen,Jetta,Jetta III GLX,Regular
Volkswagen,Jetta,Jetta SE/SEL,Regular
Volkswagen,Jetta,Jetta Sport/SE/SEL,Regular
Volkswagen,Jetta,Jetta SportWagen,Diesel
Volkswagen,Jetta,Jetta SportWagen,Premium
Volkswagen,Jetta,Jetta SportWagen,Regular
Volkswagen,Jetta,Jetta Wagon,Diesel
Volkswagen,Jetta,Jetta Wagon,Premium
Volkswagen,Jetta,Jetta Wagon,Regular
Volkswagen,Jetta,New Jetta,Diesel
Volkswagen,Jetta,New Jetta,Regular
Volkswagen,Passat,Passat,Diesel
Volkswagen,Passat,Passat,Premium
Volkswagen,Passat,Passat,Regular
Volkswagen,Passat,Passat 4motion,Premium
Volkswagen,Passat,Passat Syncro,Premium
Volkswagen,Passat,Passat Wagon,Diesel
Volkswagen,Passat,Passat Wagon,Premium
Volkswagen,Passat,Passat Wagon,Regular
Volkswagen,Passat,Passat Wagon 4motion,Premium
Volkswagen,Passat,Passat Wagon Syncro,Premium
Volkswagen,Phaeton,Phaeton,Premium
Volkswagen,Quantum,Quantum,Diesel
Volkswagen,Quantum,Quantum,Regular
Volkswagen,Quantum,Quantum Syncro Wagon,Regular
Volkswagen,Quantum,Quantum Wagon,Diesel
Volkswagen,Quantum,Quantum Wagon,Regular
Volkswagen,R32,R32,Premium
Volkswagen,Rabbit,Rabbit,Diesel
Volkswagen,Rabbit,Rabbit,Regular
Volkswagen,Rabbit,Rabbit Convertible,Regular
Volkswagen,Routan,Routan,Gasoline or E85
Volkswagen,Routan,Routan,Regular
Volkswagen,Routan,Routan FWD,Regular
Volkswagen,Scirocco,Scirocco,Regular
Volkswagen,Scirocco,Scirocco 16v,Regular
Volkswagen,Taos,Taos,Regular
Volkswagen,Taos,Taos 4motion,Regular
Volkswagen,Tiguan,Tiguan,Premium
Volkswagen,Tiguan,Tiguan,Regular
Volkswagen,Tiguan,Tiguan 4motion,Premium
Volkswagen,Tiguan,Tiguan 4motion,Regular
Volkswagen,Tiguan,Tiguan Limited,Premium
Volkswagen,Tiguan,Tiguan Limited 4motion,Premium
Volkswagen,Tiguan,Tiguan R-Line 4motion,Regular
Volkswagen,Tiguan,Tiguan S,Regular
Volkswagen,Touareg,Touareg,Diesel
Volkswagen,Touareg,Touareg,Premium
Volkswagen,Touareg,Touareg,Regular
Volkswagen,Touareg,Touareg Hybrid,Premium
Volkswagen,Vanagon,Vanagon 2WD,Regular
Volkswagen,Vanagon,Vanagon Syncro 4WD,Regular
Volkswagen,Vanagon,Vanagon/Camper 2WD,Regular
Volvo,240,240,Regular
Volvo,240,240 DL/240 GL,Regular
Volvo,240,240 DL/240 GL Wagon,Regular
Volvo,240,240 DL/GL/Turbo,Diesel
Volvo,240,240 DL/GL/Turbo,Regular
Volvo,240,240 DL/GL/Turbo Wagon,Diesel
Volvo,240,240 DL/GL/turbo Wagon,Regular
Volvo,240,240 Wagon,Regular
Volvo,740/760,740,Regular
Volvo,740/760,740 16-Valve,Regular
Volvo,740/760,740 16-Valve Wagon,Regular
Volvo,740/760,740 Wagon,Regular
Volvo,740/760,740/760,Diesel
Volvo,740/760,740/760,Regular
Volvo,740/760,740/760 Wagon,Diesel
Volvo,740/760,740/760 Wagon,Regular
Volvo,740/760,760,Regular
Volvo,740/760,760 GLE,Diesel
Volvo,740/760,760 GLE,Regular
Volvo,740/760,760 Wagon,Regular
Volvo,780,780,Regular
Volvo,850,850,Premium
Volvo,850,850,Regular
Volvo,850,850 Wagon,Premium
Volvo,850,850 Wagon,Regular
Volvo,940,940,Regular
Volvo,940,940 GLE 16-Valve,Regular
Volvo,940,940 GLE 16-Valve Wagon,Regular
Volvo,940,940 SE,Regular
Volvo,940,940 SE Wagon,Regular
Volvo,940,940 Turbo,Regular
Volvo,940,940 Turbo Wagon,Regular
Volvo,940,940 Wagon,Regular
Volvo,960,960,Premium
Volvo,960,960,Regular
Volvo,960,960 Wagon,Premium
Volvo,960,960 Wagon,Regular
Volvo,960 Wagon/V90,960 Wagon/V90,Premium
Volvo,960/S90,960/S90,Premium
Volvo,C30,C30 FWD,Premium
Volvo,C30,C30 FWD,Regular
Volvo,C40,C40 Recharge,Electricity
Volvo,C40,C40 Recharge twin,Electricity
Volvo,C70,C70,Premium
Volvo,C70,C70 Convertible,Premium
Volvo,C70,C70 Convertible,Regular
Volvo,C70,C70 Coupe,Premium
Volvo,C70,C70 FWD,Regular
Volvo,C70,New C70 Convertible,Premium
Volvo,Coupe,Coupe,Regular
Volvo,S40,S40 AWD,Premium
Volvo,S40,S40 AWD,Regular
Volvo,S40,S40 FWD,Premium
Volvo,S40,S40 FWD,Regular
Volvo,S60,S60,Premium
Volvo,S60,S60 AWD,Premium
Volvo,S60,S60 AWD,Regular
Volvo,S60,S60 AWD PHEV,Premium and Electricity
Volvo,S60,S60 B5,Premium
Volvo,S60,S60 B5 AWD,Premium
Volvo,S60,S60 CC AWD,Regular
Volvo,S60,S60 FWD,Premium
Volvo,S60,S60 FWD,Regular
Volvo,S60,S60 Inscription AWD,Regular
Volvo,S60,S60 Inscription FWD,Regular
Volvo,S60,S60 Polestar AWD,Premium
Volvo,S60,S60 PoleStar AWD,Regular
Volvo,S60,S60 R AWD,Premium
Volvo,S60,S60 T8 AWD Recharge,Premium and Electricity
Volvo,S60,S60 T8 AWD Recharge ext. Range,Premium and Electricity
Volvo,S70,S70,Premium
Volvo,S70,S70 AWD,Premium
Volvo,S80,S80,Premium
Volvo,S80,S80 AWD,Premium
Volvo,S80,S80 AWD,Regular
Volvo,S80,S80 FWD,Premium
Volvo,S80,S80 FWD,Regular
Volvo,S80,S80/S80 Executive,Premium
Volvo,S80,S80/S80 Premier,Premium
Volvo,S90,S90,Premium
Volvo,S90,S90 AWD,Premium
Volvo,S90,S90 AWD PHEV,Premium and Electricity
Volvo,S90,S90 B6 AWD,Premium
Volvo,S90,S90 FWD,Premium
Volvo,S90,S90 T8 AWD Recharge,Premium and Electricity
Volvo,S90,S90 T8 AWD Recharge ext. Range,Premium and Electricity
Volvo,V40,V40,Premium
Volvo,V50,V50 AWD,Premium
Volvo,V50,V50 AWD,Regular
Volvo,V50,V50 FWD,Premium
Volvo,V50,V50 FWD,Regular
Volvo,V60,V60 AWD,Premium
Volvo,V60,V60 AWD,Regular
Volvo,V60,V60 AWD PHEV,Premium and Electricity
Volvo,V60,V60 CC AWD,Premium
Volvo,V60,V60 CC AWD,Regular
