make,basemodel,model,fuel_type
Porsche,Cayenne,Cayenne S,Premium
Porsche,Cayenne,Cayenne S Coupe,Premium
Porsche,Cayenne,Cayenne S e-Hybrid,Premium Gas or Electricity
Porsche,Cayenne,Cayenne S Hybrid,Premium
Porsche,Cayenne,Cayenne TransSiberia,Premium
Porsche,Cayenne,Cayenne Turbo,Premium
Porsche,Cayenne,Cayenne Turbo Coupe,Premium
Porsche,Cayenne,Cayenne Turbo GT,Premium
Porsche,Cayenne,Cayenne Turbo GT Coupe,Premium
Porsche,Cayenne,Cayenne Turbo Kit,Premium
Porsche,Cayenne,Cayenne Turbo S,Premium
Porsche,Cayenne,Cayenne Turbo S e-Hybrid,Premium and Electricity
Porsche,Cayenne,Cayenne Turbo S e-Hybrid,Premium Gas or Electricity
Porsche,Cayenne,Cayenne Turbo S e-Hybrid Coupe,Premium and Electricity
Porsche,Cayenne,Cayenne Turbo S e-Hybrid Coupe,Premium Gas or Electricity
Porsche,Cayenne,Cayenne Turbo S/Coupe E-Hybrid,Premium and Electricity
Porsche,Cayenne,Cayenne/Coupe E-Hybrid,Premium and Electricity
Porsche,Cayman,Cayman,Premium
Porsche,Cayman,Cayman GT4,Premium
Porsche,Cayman,Cayman GTS,Premium
Porsche,Cayman,Cayman R,Premium
Porsche,Cayman,Cayman S,Premium
Porsche,Cayman,Cayman T,Premium
Porsche,Macan,Macan,Premium
Porsche,Macan,Macan GTS,Premium
Porsche,Macan,Macan S,Premium
Porsche,Macan,Macan T,Premium
Porsche,Macan,Macan Turbo,Premium
Porsche,Macan,Macan Turbo Kit,Premium
Porsche,New 911 Carrera,New 911 Carrera,Premium
Porsche,New 911 Carrera,New 911 Carrera Cabriolet,Premium
Porsche,New 911 Carrera,New 911 Carrera S,Premium
Porsche,New 911 Carrera,New 911 Carrera S Cabriolet,Premium
Porsche,Panamera,Panamera,Premium
Porsche,Panamera,Panamera 4,Premium
Porsche,Panamera,Panamera 4 e-Hybrid,Premium and Electricity
Porsche,Panamera,Panamera 4 e-Hybrid,Premium Gas or Electricity
Porsche,Panamera,Panamera 4 e-Hybrid Executive,Premium and Electricity
Porsche,Panamera,Panamera 4 e-Hybrid Executive,Premium Gas or Electricity
Porsche,Panamera,Panamera 4 e-Hybrid ST,Premium and Electricity
Porsche,Panamera,Panamera 4 e-Hybrid ST,Premium Gas or Electricity
Porsche,Panamera,Panamera 4 E-Hybrid/Exec/ST,Premium and Electricity
Porsche,Panamera,Panamera 4 Executive,Premium
Porsche,Panamera,Panamera 4 ST,Premium
Porsche,Panamera,Panamera 4S,Premium
Porsche,Panamera,Panamera 4S e-Hybrid,Premium and Electricity
Porsche,Panamera,Panamera 4S e-Hybrid Executive,Premium and Electricity
Porsche,Panamera,Panamera 4S e-Hybrid ST,Premium and Electricity
Porsche,Panamera,Panamera 4S E-Hybrid/Exec/ST,Premium and Electricity
Porsche,Panamera,Panamera 4S Executive,Premium
Porsche,Panamera,Panamera 4S ST,Premium
Porsche,Panamera,Panamera GTS,Premium
Porsche,Panamera,Panamera GTS ST,Premium
Porsche,Panamera,Panamera S,Premium
Porsche,Panamera,Panamera S E-Hybrid,Premium and Electricity
Porsche,Panamera,Panamera S Hybrid,Premium
Porsche,Panamera,Panamera Turbo,Premium
Porsche,Panamera,Panamera Turbo Exec,Premium
Porsche,Panamera,Panamera Turbo Executive,Premium
Porsche,Panamera,Panamera Turbo S,Premium
Porsche,Panamera,Panamera Turbo S e-Hybrid,Premium and Electricity
Porsche,Panamera,Panamera Turbo S e-Hybrid,Premium Gas or Electricity
Porsche,Panamera,Panamera Turbo S e-Hybrid Executive,Premium and Electricity
Porsche,Panamera,Panamera Turbo S e-Hybrid Executive,Premium Gas or Electricity
Porsche,Panamera,Panamera Turbo S e-Hybrid ST,Premium and Electricity
Porsche,Panamera,Panamera Turbo S e-Hybrid ST,Premium Gas or Electricity
Porsche,Panamera,Panamera Turbo S E-Hybrid/Exec/ST,Premium and Electricity
Porsche,Panamera,Panamera Turbo S Executive,Premium
Porsche,Panamera,Panamera Turbo S ST,Premium
Porsche,Panamera,Panamera Turbo S/Exec/ST,Premium
Porsche,Panamera,Panamera Turbo ST,Premium
Porsche,Targa,Targa,Premium
Porsche,Targa,Targa Kit,Premium
Porsche,Taycan,Taycan 4 Cross Turismo,Electricity
Porsche,Taycan,Taycan 4S Cross Turismo,Electricity
Porsche,Taycan,Taycan 4S Perf Battery,Electricity
Porsche,Taycan,Taycan 4S Perf Battery Plus,Electricity
Porsche,Taycan,Taycan 4S Performance Battery,Electricity
Porsche,Taycan,Taycan 4S Performance Battery Plus,Electricity
Porsche,Taycan,Taycan GTS,Electricity
Porsche,Taycan,Taycan GTS Sport Turismo,Electricity
Porsche,Taycan,Taycan GTS ST,Electricity
Porsche,Taycan,Taycan Perf Battery,Electricity
Porsche,Taycan,Taycan Perf Battery Plus,Electricity
Porsche,Taycan,Taycan Performance Battery,Electricity
Porsche,Taycan,Taycan Performance Battery Plus,Electricity
Porsche,Taycan,Taycan Turbo,Electricity
Porsche,Taycan,Taycan Turbo Cross Turismo,Electricity
Porsche,Taycan,Taycan Turbo S,Electricity
Porsche,Taycan,Taycan Turbo S Cross Turismo,Electricity
Porsche,Turbo,Turbo,Premium
Porsche,Turbo 2 911 GT2,Turbo 2 911 GT2,Premium
Porsche,Turbo 4 911,Turbo 4 911,Premium
Porsche,Turbo 4 911 Cab,Turbo 4 911 Cab,Premium
Porsche,Turbo 4 911 Cab Kit,Turbo 4 911 Cab Kit,Premium
Porsche,Turbo 4 911 Kit,Turbo 4 911 Kit,Premium
Porsche,Turbo 4 911 S,Turbo 4 911 S,Premium
Porsche,Turbo 4 911 Turbo,Turbo 4 911 Turbo,Premium
Porsche,Turbo 4 911 Turbo Cab S,Turbo 4 911 Turbo Cab S,Premium
Porsche,Turbo GT2,Turbo GT2,Premium
Porsche,Turbo Kit,Turbo Kit,Premium
Quantum Technologies,Chevrolet Cavalier,Chevrolet Cavalier,Regular
Qvale,Detomaso Mangusta,Detomaso Mangusta,Regular
Ram,1500,1500 2WD,Diesel
Ram,1500,1500 2WD,Gasoline or E85
Ram,1500,1500 2WD,Midgrade
Ram,1500,1500 2WD,Regular
Ram,1500,1500 4WD,Diesel
Ram,1500,1500 4WD,Gasoline or E85
Ram,1500,1500 4WD,Midgrade
Ram,1500,1500 4WD,Regular
Ram,1500,1500 Classic 2WD,Diesel
Ram,1500,1500 Classic 2WD,Gasoline or E85
Ram,1500,1500 Classic 2WD,Midgrade
Ram,1500,1500 Classic 2WD,Regular
Ram,1500,1500 Classic 4WD,Diesel
Ram,1500,1500 Classic 4WD,Gasoline or E85
Ram,1500,1500 Classic 4WD,Midgrade
Ram,1500,1500 Classic 4WD,Regular
Ram,1500,1500 HFE 2WD,Diesel
Ram,1500,1500 HFE 2WD,Regular
Ram,1500,1500 HO 4WD,Premium
Ram,1500,1500 RHO 4WD,Premium
Ram,1500,1500 TRX 4WD,Premium
Ram,C/V,C/V,Gasoline or E85
Ram,C/V,C/V,Regular
Ram,C/V,C/V Cargo Van,Gasoline or E85
Ram,C/V,C/V Tradesman,Gasoline or E85
Ram,C/V,C/V Tradesman,Regular
Ram,Promaster City,Promaster City,Regular
Red Shift Ltd.,Delta 204T,Delta 204T,Premium
Renault,18i/Wagon/Sportwagon,18i,Regular
Renault,18i/Wagon/Sportwagon,18i 4DR Wagon,Regular
Renault,18i/Wagon/Sportwagon,18i Sportwagon,Regular
Renault,18i/Wagon/Sportwagon,Sportwagon,Regular
Renault,Alliance/Encore,Alliance,Regular
Renault,Alliance/Encore,Alliance Convertible,Regular
Renault,Alliance/Encore,Alliance/Encore,Regular
Renault,Fuego,Fuego,Premium
Renault,Fuego,Fuego,Regular
Renault,GTA,GTA,Regular
Renault,GTA,GTA Convertible,Regular
Rivian,R1S,R1S,Electricity
Rivian,R1S,R1S (20 inch wheels),Electricity
Rivian,R1S,R1S (21 inch wheels),Electricity
Rivian,R1S,R1S (22 inch wheels),Electricity
Rivian,R1S,R1S 20 inch All-Terrain,Electricity
Rivian,R1S,R1S 20 inch All-Terrain Dual Large,Electricity
Rivian,R1S,R1S 20 inch All-Terrain Performance Dual Large,Electricity
Rivian,R1S,R1S 21 inch Dual Large,Electricity
Rivian,R1S,R1S 21 inch Performance Dual Large,Electricity
Rivian,R1S,R1S 22 inch Dual Large,Electricity
Rivian,R1S,R1S 22 inch Performance Dual Large,Electricity
Rivian,R1S,R1S All-Terrain Dual Large (20in),Electricity
Rivian,R1S,R1S All-Terrain Dual Max (20in),Electricity
Rivian,R1S,R1S All-Terrain Dual Standard Plus (20in),Electricity
Rivian,R1S,R1S All-Terrain Performance Dual Large (20in),Electricity
Rivian,R1S,R1S All-Terrain Performance Dual Max (20in),Electricity
Rivian,R1S,R1S All-Terrain Quad Large (20 inch),Electricity
Rivian,R1S,R1S AT Performance Dual Standard Plus (20in),Electricity
Rivian,R1S,R1S Dual Large (21in),Electricity
Rivian,R1S,R1S Dual Large (22in),Electricity
Rivian,R1S,R1S Dual Max (21in),Electricity
Rivian,R1S,R1S Dual Max (22in),Electricity
Rivian,R1S,R1S Dual Standard (21in),Electricity
Rivian,R1S,R1S Dual Standard (22in),Electricity
Rivian,R1S,R1S Dual Standard Plus (21in),Electricity
Rivian,R1S,R1S Dual Standard Plus (22in),Electricity
Rivian,R1S,R1S Performance Dual Large (21in),Electricity
Rivian,R1S,R1S Performance Dual Large (22in),Electricity
Rivian,R1S,R1S Performance Dual Max (21in),Electricity
Rivian,R1S,R1S Performance Dual Max (22in),Electricity
Rivian,R1S,R1S Performance Dual Standard (22in),Electricity
Rivian,R1S,R1S Performance Dual Standard Plus (21in),Electricity
Rivian,R1S,R1S Quad Large (20in),Electricity
Rivian,R1S,R1S Quad Large (21in),Electricity
Rivian,R1S,R1S Quad Large (22in),Electricity
Rivian,R1T,R1T,Electricity
Rivian,R1T,R1T (20 inch wheels),Electricity
Rivian,R1T,R1T (21 inch wheels),Electricity
Rivian,R1T,R1T (22 inch wheels),Electricity
Rivian,R1T,R1T 21 inch Dual Large,Electricity
Rivian,R1T,R1T 21 inch Performance Dual Large,Electricity
Rivian,R1T,R1T 22 inch Dual Large,Electricity
Rivian,R1T,R1T 22 inch Performance Dual Large,Electricity
Rivian,R1T,R1T All-Terrain Dual Large (20in),Electricity
Rivian,R1T,R1T All-Terrain Dual Max (20in),Electricity
Rivian,R1T,R1T All-Terrain Dual Standard Plus (20in),Electricity
Rivian,R1T,R1T All-Terrain Performance Dual Large (20in),Electricity
Rivian,R1T,R1T All-Terrain Performance Dual Max (20in),Electricity
Rivian,R1T,R1T All-Terrain Quad Large (20in),Electricity
Rivian,R1T,R1T AT Performance Dual Standard Plus (20in),Electricity
Rivian,R1T,R1T Dual Large (21in),Electricity
Rivian,R1T,R1T Dual Large (22in),Electricity
Rivian,R1T,R1T Dual Max (21in),Electricity
Rivian,R1T,R1T Dual Max (22in),Electricity
Rivian,R1T,R1T Dual Standard (21in),Electricity
Rivian,R1T,R1T Dual Standard (22in),Electricity
Rivian,R1T,R1T Dual Standard Plus (21in),Electricity
Rivian,R1T,R1T Dual Standard Plus (22in),Electricity
Rivian,R1T,R1T Performance Dual Large (21in),Electricity
Rivian,R1T,R1T Performance Dual Large (22in),Electricity
Rivian,R1T,R1T Performance Dual Max (21in),Electricity
Rivian,R1T,R1T Performance Dual Max (22in),Electricity
Rivian,R1T,R1T Performance Dual Standard Plus (21in),Electricity
Rivian,R1T,R1T Performance Dual Standard Plus (22in),Electricity
Rivian,R1T,R1T Quad Large (20in),Electricity
Rivian,R1T,R1T Quad Large (21in),Electricity
Rivian,R1T,R1T Quad Large (22in),Electricity
Rolls-Royce,Azure,Azure,Premium
Rolls-Royce,Brooklands/Turbo R,Brooklands,Premium
Rolls-Royce,Brooklands/Turbo R,Brooklands and (LWB),Premium
Rolls-Royce,Brooklands/Turbo R,Brooklands/Brklnds L,Premium
Rolls-Royce,Brooklands/Turbo R,Turbo R,Premium
Rolls-Royce,Brooklands/Turbo R,Turbo R/Rl Bklds Turbo/LWB,Premium
Rolls-Royce,Brooklands/Turbo R,Turbo R/Turbo R(lwb),Premium
Rolls-Royce,Brooklands/Turbo R,Turbo R/Turbo Rl,Premium
Rolls-Royce,Camargue,Camargue,Regular
Rolls-Royce,Corniche/Continental,Continental,Premium
Rolls-Royce,Corniche/Continental,Continental,Regular
Rolls-Royce,Corniche/Continental,Continental (turbo),Premium
Rolls-Royce,Corniche/Continental,Continental R,Premium
Rolls-Royce,Corniche/Continental,Continental T,Premium
Rolls-Royce,Corniche/Continental,Corniche,Premium
Rolls-Royce,Corniche/Continental,Corniche,Regular
Rolls-Royce,Corniche/Continental,Corniche II,Regular
Rolls-Royce,Corniche/Continental,Corniche II/Continental,Regular
Rolls-Royce,Corniche/Continental,Corniche III,Premium
Rolls-Royce,Corniche/Continental,Corniche IV,Premium
Rolls-Royce,Corniche/Continental,Corniche S,Premium
Rolls-Royce,Corniche/Continental,Corniche/Continental,Regular
Rolls-Royce,Cullinan,Cullinan,Premium
Rolls-Royce,Cullinan,Cullinan Black Badge,Premium
Rolls-Royce,Dawn,Dawn,Premium
Rolls-Royce,Dawn,Dawn Black Badge,Premium
Rolls-Royce,Eight/Mulsan/Mulsanne,Eight/Mulsan,Premium
Rolls-Royce,Eight/Mulsan/Mulsanne,Eight/Mulsan,Regular
Rolls-Royce,Eight/Mulsan/Mulsanne,Eight/Mulsanne S,Premium
Rolls-Royce,Eight/Mulsan/Mulsanne,Eight/Mulsanne S and S,Premium
Rolls-Royce,Flying Spur,Flying Spur,Premium
Rolls-Royce,Ghost,Ghost,Premium
Rolls-Royce,Ghost,Ghost Black Badge,Premium
Rolls-Royce,Ghost,Ghost EWB,Premium
Rolls-Royce,Ghost,Ghost Extended,Premium
Rolls-Royce,Limousine,Limousine,Premium
Rolls-Royce,Park Ward,Park Ward,Premium
Rolls-Royce,Phantom,Phantom,Premium
Rolls-Royce,Phantom,Phantom Coupe,Premium
Rolls-Royce,Phantom,Phantom Drophead Coupe,Premium
Rolls-Royce,Phantom,Phantom EWB,Premium
Rolls-Royce,Phantom,Phantom Extended,Premium
Rolls-Royce,Silver Dawn,Silver Dawn,Premium
Rolls-Royce,Silver Seraph,Silver Seraph,Premium
Rolls-Royce,Silver Spirit II/Silver Spur,Silver Spirit II/Silver Spur,Premium
Rolls-Royce,Silver Spirit III/Spur III,Silver Spirit III/Spur III,Premium
Rolls-Royce,Silver Spirit/Silver Spur,Silver Spirit/Silver Spur,Regular
Rolls-Royce,Silver Spirit/Spur/Mulsanne,Silver Spirit/Spur/Mulsanne,Regular
Rolls-Royce,Silver Spur,Silver Spur,Premium
Rolls-Royce,Silver Spur II Mpw Touring L,Silver Spur II Mpw Touring L,Premium
Rolls-Royce,Silver Spur III Limousine,Silver Spur III Limousine,Premium
Rolls-Royce,Silver Spur Limousine,Silver Spur Limousine,Premium
Rolls-Royce,Silver Spur Limousine,Silver Spur Limousine,Regular
Rolls-Royce,Silver Spur Park Ward,Silver Spur Park Ward,Premium
Rolls-Royce,Silver Spur/Silver Dawn,Silver Spur/Silver Dawn,Premium
Rolls-Royce,Spectre,Spectre (22 inch wheels),Electricity
Rolls-Royce,Spectre,Spectre (23 inch wheels),Electricity
Rolls-Royce,Spectre,Spectre Black Badge (22 inch wheels),Electricity
Rolls-Royce,Spectre,Spectre Black Badge (23 inch wheels),Electricity
Rolls-Royce,Spirit III/Spur III/Dawn,Spirit III/Spur III/Dawn,Premium
Rolls-Royce,Wraith,Wraith,Premium
Rolls-Royce,Wraith,Wraith Black Badge,Premium
Roush Performance,F150,Boss F150 Super Cab 2WD,Premium
Roush Performance,F150,F150 Pickup 2WD,Premium
Roush Performance,F150,F150 Pickup 4WD,Premium
Roush Performance,F150,F150 Raptor Pickup 4WD,Premium
Roush Performance,F150,Stage 3 F-150 2WD,Premium
Roush Performance,F150,Stage 3 F-150 4WD,Premium
Roush Performance,F150,Stage 3 F-150 Supercab 2WD,Premium
Roush Performance,F150,Stage 3 F-150 Supercab 4WD,Premium
Roush Performance,F150,Stage 3 F-150 Supercrew 2WD,Premium
Roush Performance,F150,Stage 3 F-150 Supercrew 4WD,Premium
Roush Performance,F150,Stage 3 F150 Regular Cab 2WD,Premium
Roush Performance,F150,Stage 3 F150 Regular Cab 4WD,Premium
Roush Performance,F150,Stage 3 F150 Super Cab 2WD,Premium
Roush Performance,F150,Stage 3 F150 Super Cab 4WD,Premium
Roush Performance,F150,Stage 3 F150 Super Crew 2WD,Premium
Roush Performance,F150,Stage 3 F150 Super Crew 4WD,Premium
Roush Performance,Mustang,Mustang,Premium
Roush Performance,Mustang,Stage 3 Mustang,Premium
Roush Performance,Mustang,Stage 3 Mustang Coupe,Premium
Roush Performance,Stage 3 Mustang,Stage 3 Mustang,Premium
RUF Automobile,RUF TURBO 12/CTR3,RUF TURBO 12/CTR3,Premium
RUF Automobile,RUFTURBO12/CTR3/CTR2017,RUFTURBO12/CTR3/CTR2017,Premium
RUF Automobile,T12/CTR3/CTR Anniversary,T12/CTR3/CTR Anniversary,Premium
RUF Automobile,TURBO12/CTR3/CTR ANNIVERSARY,TURBO12/CTR3/CTR ANNIVERSARY,Premium
Ruf Automobile Gmbh,Ruf,Ruf,Premium
S and S Coach Company  E.p. Dutton,Funeral Coach,Funeral Coach  2WD,Regular
Saab,9-2,9-2x Wagon AWD,Premium
Saab,9-2,9-2x Wagon AWD,Regular
Saab,9-3,9-3,Premium
Saab,9-3,9-3,Regular
Saab,9-3,9-3 Aero Sedan AWD,Premium
Saab,9-3,9-3 Aero Sedan AWD,Regular
Saab,9-3,9-3 Aero SportCombi AWD,Premium
Saab,9-3,9-3 Aero SportCombi AWD,Regular
Saab,9-3,9-3 Convertible,Gasoline or E85
Saab,9-3,9-3 Convertible,Premium
Saab,9-3,9-3 Convertible,Regular
Saab,9-3,9-3 Sedan AWD,Premium
Saab,9-3,9-3 Sedan AWD,Regular
Saab,9-3,9-3 Sport Sedan,Gasoline or E85
Saab,9-3,9-3 Sport Sedan,Premium
Saab,9-3,9-3 Sport Sedan,Regular
Saab,9-3,9-3 SportCombi,Gasoline or E85
Saab,9-3,9-3 SportCombi,Premium
Saab,9-3,9-3 SportCombi,Regular
Saab,9-3,9-3 Viggen,Premium
Saab,9-3,9-3 Viggen,Regular
Saab,9-3,9-3 Viggen Convertible,Premium
Saab,9-3,9-3X SportCombi AWD,Regular
Saab,9-4,9-4X AWD,Regular
Saab,9-4,9-4X FWD,Regular
Saab,9-5,9-5,Premium
Saab,9-5,9-5,Regular
Saab,9-5,9-5 Sedan,Gasoline or E85
Saab,9-5,9-5 Sedan,Premium
Saab,9-5,9-5 Sedan,Regular
Saab,9-5,9-5 Sedan AWD,Premium
Saab,9-5,9-5 Sedan AWD,Regular
Saab,9-5,9-5 SportCombi,Premium
Saab,9-5,9-5 SportCombi,Regular
Saab,9-5,9-5 Wagon,Premium
Saab,9-5,9-5 Wagon,Regular
Saab,9-7,9-7X AWD,Premium
Saab,9-7,9-7X AWD,Regular
Saab,900,900,Premium
Saab,900,900,Regular
Saab,900,900 Convertible,Regular
Saab,900,900S,Regular
Saab,900,900S Convertible,Regular
Saab,900,900SE,Regular
Saab,900,900SE Convertible,Regular
Saab,9000,9000,Premium
Saab,9000,9000,Regular
Saab,Convertible,Convertible,Premium
Saab,Convertible,Convertible,Regular
Saleen,Mustang,Mustang,Regular
Saleen,Mustang,Mustang S351,Regular
Saleen,SSC,SSC,Regular
Saleen Performance,F150 Supercharged,F150 Supercharged,Premium
Saleen Performance,S281 Family,S281 Family,Premium
Saleen Performance,S331 Family,S331 Family,Premium
Saturn,Astra,Astra 2DR Hatchback,Regular
Saturn,Astra,Astra 4DR Hatchback,Regular
Saturn,Aura,Aura,Gasoline or E85
Saturn,Aura,Aura,Regular
Saturn,Aura,Aura Hybrid,Regular
Saturn,Ion,Ion,Premium
Saturn,Ion,Ion,Regular
Saturn,L100/200,L100/200,Regular
Saturn,L100/200,L200,Regular
Saturn,L300,L300,Regular
Saturn,LS,LS,Regular
Saturn,LW,LW,Regular
Saturn,LW,LW200,Regular
Saturn,LW,LW300,Regular
Saturn,Outlook,Outlook AWD,Regular
Saturn,Outlook,Outlook FWD,Regular
Saturn,Relay,Relay AWD,Regular
Saturn,Relay,Relay FWD,Gasoline or E85
Saturn,Relay,Relay FWD,Regular
Saturn,SC,SC,Regular
Saturn,SKY,SKY,Premium
Saturn,SKY,SKY,Regular
Saturn,SL,SL,Regular
Saturn,SW,SW,Regular
Saturn,Vue,Vue AWD,Regular
Saturn,Vue,Vue FWD,Regular
Saturn,Vue,Vue Hybrid,Regular
Scion,FR-S,FR-S,Premium
Scion,iA,iA,Regular
Scion,iM,iM,Regular
Scion,iQ,iQ,Regular
Scion,iQ,iQ EV,Electricity
Scion,tC,tC,Regular
Scion,xA,xA,Regular
Scion,xB,xB,Regular
Scion,xD,xD,Regular
Shelby,Mustang GT,Mustang GT,Premium
smart,fortwo,EQ fortwo (convertible),Electricity
smart,fortwo,EQ fortwo (coupe),Electricity
smart,fortwo,fortwo cabriolet,Premium
smart,fortwo,fortwo convertible,Premium
smart,fortwo,fortwo coupe,Premium
smart,fortwo,fortwo electric drive cabriolet,Electricity
smart,fortwo,fortwo electric drive convertible,Electricity
smart,fortwo,fortwo electric drive coupe,Electricity
Spyker,C8,C8,Regular
Spyker,C8,C8 Aileron,Premium
Spyker,C8,C8 Double 12 S,Regular
Spyker,C8,C8 Double 12 Spyder,Regular
Spyker,C8,C8 Laviolette,Regular
Spyker,C8,C8 Spyder,Regular
Spyker,C8,C8 Spyder Wide Body,Regular
SRT,Viper,Viper,Premium
Sterling,825,825,Regular
Sterling,827,827,Regular
STI,S209,S209,Premium
Subaru,Ascent,Ascent,Regular
Subaru,Ascent,Ascent Limited/Touring,Regular
Subaru,Ascent,Ascent Limited/Touring/Onyx AWD,Regular
Subaru,Baja,Baja AWD,Premium
Subaru,Baja,Baja AWD,Regular
Subaru,Brat,Brat 4WD,Regular
Subaru,BRZ,BRZ,Premium
Subaru,BRZ,BRZ tS,Premium
Subaru,Crosstrek,Crosstrek AWD,Regular
Subaru,Crosstrek,Crosstrek Hybrid AWD,Regular Gas and Electricity
Subaru,Crosstrek,Crosstrek Wilderness AWD,Regular
Subaru,Crosstrek,XV Crosstrek AWD,Regular
Subaru,Crosstrek,XV Crosstrek Hybrid AWD,Regular
Subaru,Forester,Forester AWD,Premium
Subaru,Forester,Forester AWD,Regular
Subaru,Forester,Forester Sport/Touring AWD,Regular
Subaru,Forester,Forester Wilderness AWD,Regular
Subaru,Hatchback,Hatchback,Regular
Subaru,Hatchback,Hatchback 4WD,Regular
Subaru,Impreza,Impreza,Regular
Subaru,Impreza,Impreza 4-Door,Regular
Subaru,Impreza,Impreza 5-Door,Regular
Subaru,Impreza,Impreza Sport 4-Door,Regular
Subaru,Impreza,Impreza Sport 5-Door,Regular
Subaru,Impreza/Outback Sport,Impreza,Regular
Subaru,Impreza/Outback Sport,Impreza 4-Door,Regular
Subaru,Impreza/Outback Sport,Impreza 5-Door,Regular
Subaru,Impreza/Outback Sport,Impreza AWD,Premium
Subaru,Impreza/Outback Sport,Impreza AWD,Regular
Subaru,Impreza/Outback Sport,Impreza Sport 4-Door,Regular
Subaru,Impreza/Outback Sport,Impreza Sport 5-Door,Regular
Subaru,Impreza/Outback Sport,Impreza Sport AWD,Regular
Subaru,Impreza/Outback Sport,Impreza Wagon,Regular
Subaru,Impreza/Outback Sport,Impreza Wagon AWD,Premium
Subaru,Impreza/Outback Sport,Impreza Wagon AWD,Regular
Subaru,Impreza/Outback Sport,Impreza Wagon/Outback Sport,Premium
Subaru,Impreza/Outback Sport,Impreza Wagon/Outback Sport,Regular
Subaru,Impreza/Outback Sport,Impreza Wagon/Outback Sport AWD,Premium
Subaru,Impreza/Outback Sport,Impreza Wagon/Outback Sport AWD,Regular
Subaru,Impreza/Outback Sport,Impreza Wagon/Outback SPT AWD,Premium
Subaru,Impreza/Outback Sport,Impreza Wagon/Outback SPT AWD,Regular
Subaru,Justy,Justy,Regular
Subaru,Justy,Justy 4WD,Regular
Subaru,Justy,Justy AWD,Regular
Subaru,Legacy,Legacy AWD,Regular
Subaru,Legacy/Outback,Legacy,Regular
Subaru,Legacy/Outback,Legacy 4WD,Regular
Subaru,Legacy/Outback,Legacy 4WD Turbo,Premium
Subaru,Legacy/Outback,Legacy AWD,Premium
Subaru,Legacy/Outback,Legacy AWD,Regular
Subaru,Legacy/Outback,Legacy AWD (incl. Outback),Premium
Subaru,Legacy/Outback,Legacy AWD (incl. Outback),Regular
Subaru,Legacy/Outback,Legacy AWD Turbo,Premium
Subaru,Legacy/Outback,Legacy Turbo,Premium
Subaru,Legacy/Outback,Legacy Wagon,Regular
Subaru,Legacy/Outback,Legacy Wagon 4WD,Regular
Subaru,Legacy/Outback,Legacy Wagon AWD,Premium
Subaru,Legacy/Outback,Legacy Wagon AWD,Regular
Subaru,Legacy/Outback,Legacy Wagon AWD (incl. Outback),Premium
Subaru,Legacy/Outback,Legacy Wagon AWD (incl. Outback),Regular
Subaru,Legacy/Outback,Legacy Wagon AWD Turbo,Premium
Subaru,Legacy/Outback,Legacy/Outback AWD,Premium
Subaru,Legacy/Outback,Legacy/Outback AWD,Regular
Subaru,Legacy/Outback,Legacy/Outback Wagon AWD,Premium
Subaru,Legacy/Outback,Legacy/Outback Wagon AWD,Regular
Subaru,Legacy/Outback,Outback AWD,Premium
Subaru,Legacy/Outback,Outback AWD,Regular
Subaru,Legacy/Outback,Outback Wagon AWD,Premium
Subaru,Legacy/Outback,Outback Wagon AWD,Regular
Subaru,Loyale,Loyale,Regular
Subaru,Loyale,Loyale 4WD,Regular
Subaru,Loyale,Loyale 4WD Turbo,Regular
Subaru,Loyale,Loyale AWD,Regular
Subaru,Loyale,Loyale Wagon,Regular
Subaru,Loyale,Loyale Wagon 4WD,Regular
Subaru,Loyale,Loyale Wagon 4WD Turbo,Regular
Subaru,Loyale,Loyale Wagon AWD,Regular
Subaru,Outback,Outback AWD,Regular
Subaru,Outback,Outback Wilderness AWD,Regular
Subaru,RX Turbo,RX Turbo,Regular
Subaru,Sedan,3 Door 4WD Turbo,Regular
Subaru,Sedan,Sedan,Regular
Subaru,Sedan,Sedan 4WD,Regular
Subaru,Sedan,Sedan/3 Door,Regular
Subaru,Sedan,Sedan/3 Door 4WD,Regular
Subaru,Sedan,Sedan/3Door 4WD Turbo,Regular
Subaru,Solterra,Solterra AWD,Electricity
Subaru,Solterra,Solterra Limited/Touring AWD,Electricity
Subaru,SVX,SVX,Premium
Subaru,SVX,SVX AWD,Premium
Subaru,Tribeca,B9 Tribeca AWD,Premium
Subaru,Tribeca,Tribeca AWD,Regular
Subaru,Wagon,Wagon,Regular
Subaru,Wagon,Wagon 4WD,Regular
Subaru,Wagon,Wagon 4WD Turbo,Regular
Subaru,WRX,WRX,Premium
Subaru,WRX,WRX STI Type RA,Premium
Subaru,XT,XT,Regular
Subaru,XT,XT 4WD,Regular
Subaru,XT,XT-DL,Regular
Superior Coaches Div E.p. Dutton,Funeral Coach,Funeral Coach  2WD,Regular
Suzuki,Aerio,Aerio,Regular
Suzuki,Aerio,Aerio 4WD,Regular
Suzuki,Aerio,Aerio AWD,Regular
Suzuki,Aerio,Aerio SX,Regular
Suzuki,Aerio,Aerio SX 4WD,Regular
Suzuki,Aerio,Aerio SX AWD,Regular
Suzuki,Equator,Equator 2WD,Regular
Suzuki,Equator,Equator 4WD,Regular
Suzuki,Esteem,Esteem,Regular
Suzuki,Esteem,Esteem Wagon,Regular
Suzuki,Forenza,Forenza,Regular
Suzuki,Forenza,Forenza Wagon,Regular
